ra,dec,deVRad_r,z,diametro_kpc
187.966670159631,12.4818074662504,29.67194,0.002923812,3.5394620018319594
186.423666029785,12.8105090524984,15.23646,0.001793675,1.1165004836689936
186.368917475512,12.6365855782979,0.5135515,0.008340374,0.17361765464497156
187.369477083229,12.4961775281982,29.67352,1.803844e-05,0.02191421104452102
186.422049659401,13.0475650182903,15.01946,0.001899721,1.165520503319449
187.912490798319,10.8406842561106,29.66493,0.002132887,2.5838384469755837
187.885511692071,11.6247090409062,29.67038,0.003475524,4.204339659761513
187.116914814017,12.8236708768804,29.66689,0.005693547,6.868386656529647
186.52214643472,11.8122143698299,29.67197,0.00411457,4.973846642782181
188.00310224552,12.6203176754223,29.67444,0.001643762,1.9931076132555592
187.963928262128,12.6569814835516,29.67059,0.004153254,5.020142964541231
186.79684974373,12.0381478697185,15.16315,0.000190682,0.11834959374888503
187.347967327233,12.450781723559,29.66189,0.00149446,1.8116332373043784
187.180451539633,11.7550377471361,29.67216,0.0005398089,0.6553519018687587
186.532135076534,13.1136203079244,0.8377712,0.0007899793,0.027070477239298965
186.215106706113,13.1111640604306,29.67558,0.003054866,3.697983353690153
187.704248421288,13.2237916043144,29.66783,0.0001177665,0.14302543156262337
188.528079264716,12.741597845233,29.66513,0.005030092,6.072494922259153
188.566147633211,13.075344781205,29.6697,0.0003006646,0.36509481674426636
188.04387026133,13.4196316028757,29.65856,0.001871586,2.2675156764271875
187.027201433137,12.8981483000636,29.67381,0.007758464,9.338467113523125
186.264508625876,13.2446915292097,14.72417,0.003191738,1.9167272016860952
186.638360532961,12.7429675563726,9.183341,0.004329188,1.6192614006774204
188.307929305592,10.9285355201537,29.6699,0.0008939489,1.0847490699227196
187.970394675667,12.2664070008133,0.9885203,0.003263496,0.13156292993282612
187.07808678015,11.7002914319961,26.72999,0.004924574,5.357563810094357
188.097449532821,11.2629644610565,18.127,0.005016531,3.700679447632854
186.412179721523,12.3137651562298,29.55869,0.005717606,6.872056129828715
187.020536021455,13.6120160274664,25.09681,0.002869184,2.9379693549710737
187.468038506754,13.427464796781,28.2071,0.007645361,8.748663539278303
186.883370416371,11.6152283349971,19.09943,0.004598775,3.576284245600485
186.482061148399,12.7697165957619,29.66994,0.002295008,2.780164667109089
186.93454040656,11.2145112467929,29.67391,0.004757528,5.747023277717974
186.320152923799,11.6053492186787,29.67233,0.0005206109,0.6320628870292163
188.811209322588,12.2374230076557,22.41348,0.002507375,2.2939688337434245
188.30837225166,12.8578172547547,29.66902,0.006623867,7.982351886107545
187.020694119687,13.5781111267213,22.54314,0.0003713897,0.34262381866881897
189.228514079414,12.5200723985899,29.6779,0.005747533,6.935637165816069
186.696097206147,12.4539779645783,29.67206,0.00470485,5.683393510388166
187.5430292462,10.7794901263533,29.67419,0.006121229,7.3823542686901975
187.685923211919,13.7994313922344,24.76336,0.004153254,4.1898596381939734
186.855996748726,13.7507979773691,29.67683,0.008082934,9.726230725181486
187.03588995856,12.0932901291969,29.67252,0.006410731,7.728386724384502
