ra,dec,deVRad_r,z,diametro_kpc
194.02289638875,28.5058695663059,3.295942,0.1433972,16.416048503442298
195.380669316311,28.6489240959156,3.492752,0.1640673,19.460748237998626
195.003063960814,28.7504087785782,7.939262,0.1634899,44.10749299125128
194.212701222836,28.5515401624521,1.2846,0.320471,11.886542903245823
194.287913706433,27.3679928114047,1.763472,0.4409185,19.982079228453916
195.338798773711,27.2670421645873,3.018192,0.4053685,32.51928310227168
195.083842247409,27.6157056409376,1.913855,0.1449893,9.621348728154507
194.407392499173,28.1457869321899,2.060981,0.1506074,10.696561928367004
194.708580861777,28.0539881137686,1.573698,0.1522499,8.241841269953666
194.843292993773,28.1292072553803,6.374692,0.194233,40.70886244829252
194.815053939531,26.9675367816696,12.32535,0.1452916,62.07075154913957
194.358211766765,27.4051329604851,6.141866,0.127321,27.646313267796277
194.490208067036,27.4433347323836,3.196007,0.2104087,21.733773787296567
194.610609731817,27.403992531804,2.405797,0.4393175,27.202260443795428
195.01688258829,27.5126877025757,7.942549,0.1272077,35.72437169107259
195.759060837167,27.3287123010566,5.256618,0.1555185,28.021292518792283
194.515763405631,27.9338242376576,3.91961,0.2611036,31.377208935269373
195.791261307246,27.8203856169889,11.31992,0.1215801,48.96732073482802
194.156659180692,28.305941586566,1.677381,0.3158659,15.36833259601187
194.28179664099,28.2599941293079,5.085825,0.1542329,26.92439169312587
194.713294501208,28.2483411877197,3.891021,0.1665094,21.944441755715353
195.359800492738,28.2207793288495,2.191858,0.1523012,11.48252204595631
195.235378092234,28.2805446399639,1.629132,0.3679965,16.519229683867003
194.88353197972,28.767011370018,1.063506,0.4628475,12.393256359667856
193.97923702867,28.5188791610962,2.042573,0.2550323,16.0709613451255
194.036234574902,28.495489744518,1.719581,0.1437441,8.582147336521306
194.045578242514,28.5434099655108,2.797731,0.1445868,14.031916449440885
194.508327614179,28.4563605444073,2.169901,0.1612748,11.920387577659165
195.471430818987,28.4175074087303,1.684709,0.2222996,11.95358512760867
194.042552873156,27.3636551497695,1.519388,0.2291359,11.032935125585954
194.381126203417,27.384632962183,1.981073,0.1880424,12.32904356826127
194.785834651658,27.3671358775151,1.896237,0.1394787,9.226056956030918
194.279489499208,28.6572089254389,1.671285,0.1487862,8.586193719537992
195.229847256089,28.8033654018035,1.906921,0.1665704,10.757815545762929
194.667980111757,27.6650406873568,2.450279,0.2829781,20.788942349903436
193.980749689872,28.1000857261917,1.71183,0.1544508,9.073089868375593
195.63455026909,28.0213772788009,3.382212,0.1605821,18.514339707623336
194.899483409013,27.0890711764792,2.330031,0.1391583,11.31460262912254
194.791617312845,27.8872759637162,2.88615,0.2842142,24.56315531471555
193.943567856282,28.4574412206376,1.824259,0.2595427,14.53951543543239
195.242798256642,28.3613201482886,3.06041,0.1435738,15.25875681531574
195.721444601723,28.2503673085972,1.633928,0.2522933,12.753617040268306
193.965418551933,28.5155707026911,2.874168,0.262529,23.10005016486754
194.036226920002,28.4847982517604,1.99049,0.1422617,9.847750259568075
194.416995691638,28.4504398854066,0.6530582,0.4127231,7.113906929665378
195.202404360237,28.4143170001203,3.046196,0.1436567,15.195276994843212
194.373825882384,28.7438604505075,4.605636,0.1646509,25.736476647510003
194.665567417421,27.3018067056533,1.414323,0.3282817,13.302206630548563
194.137411428867,27.8274032632815,2.78282,0.1889007,17.381761938326033
194.502862140439,27.8033062743615,1.398232,0.1120438,5.633517788030426
195.365769206875,27.6932337303564,1.860372,0.2131834,12.780471139419081
195.751487128532,27.6117322098989,3.646145,0.1595885,19.85702135195486
194.21929131755,27.1842196023129,1.421823,0.2010621,9.331081889963574
